Number,Date,End Time,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,net(kW-H)-1,net(kW-H)-2,net(kW-H)-3,net(kW-H)-5,Net kW-H,Counts
,,,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,0,7.409,68.628,32.506,108.543,1060
16717,7/28/2016,15:55:00,121.363,12.02,15:54:06,7.52,0.034,0.619,15:54:06,0.403,1.121,0.9,0.479,121.363,12.02,15:54:06,7.52,0.034,0.619,15:54:06,0.403,1.121,0.9,0.479,121.363,12.02,15:54:06,7.52,0.034,0.619,15:54:06,0.403,1.121,0.9,0.479,7.52,0.034,0.619,15:54:06,0.403,0,0,0.082,0.034,0.116,1
16718,7/28/2016,16:00:00,121.457,12.03,15:59:22,7.5,0.024,0.619,15:59:22,0.293,1.065,0.92,0.414,121.457,12.03,15:59:22,7.5,0.024,0.619,15:59:22,0.293,1.065,0.92,0.414,121.457,12.03,15:59:22,7.5,0.024,0.619,15:59:22,0.293,1.065,0.92,0.414,7.5,0.024,0.619,15:59:22,0.293,0,0,0.079,0.024,0.103,1
16719,7/28/2016,16:05:00,121.533,12.05,16:01:23,8.32,0.034,0.62,16:01:23,0.408,1.224,0.91,0.484,121.533,12.05,16:01:23,8.32,0.034,0.62,16:01:23,0.408,1.224,0.91,0.484,121.533,12.05,16:01:23,8.32,0.034,0.62,16:01:23,0.408,1.224,0.91,0.484,8.32,0.034,0.62,16:01:23,0.408,0,0,0.091,0.034,0.125,1
16720,7/28/2016,16:10:00,121.633,12.03,16:07:30,6.24,0.024,0.618,16:07:30,0.286,0.912,0.88,0.411,121.633,12.03,16:07:30,6.24,0.024,0.618,16:07:30,0.286,0.912,0.88,0.411,121.633,12.03,16:07:30,6.24,0.024,0.618,16:07:30,0.286,0.912,0.88,0.411,6.24,0.024,0.618,16:07:30,0.286,0,0,0.064,0.024,0.088,1
16721,7/28/2016,16:15:00,121.691,12.04,16:12:31,5.41,0.019,0.622,16:12:31,0.233,0.779,0.86,0.376,121.691,12.04,16:12:31,5.41,0.019,0.622,16:12:31,0.233,0.779,0.86,0.376,121.691,12.04,16:12:31,5.41,0.019,0.622,16:12:31,0.233,0.779,0.86,0.376,5.41,0.019,0.622,16:12:31,0.233,0,0.003,0.053,0.019,0.075,1
16722,7/28/2016,16:20:00,121.849,12.1,16:17:31,6.8,0.028,0.628,16:17:31,0.334,1.004,0.89,0.435,121.849,12.1,16:17:31,6.8,0.028,0.628,16:17:31,0.334,1.004,0.89,0.435,121.849,12.1,16:17:31,6.8,0.028,0.628,16:17:31,0.334,1.004,0.89,0.435,6.8,0.028,0.628,16:17:31,0.334,0,0,0.072,0.028,0.1,1
16723,7/28/2016,16:25:00,122.19,12.12,16:24:09,8.36,0.035,0.63,16:24:09,0.416,1.237,0.91,0.49,122.19,12.12,16:24:09,8.36,0.035,0.63,16:24:09,0.416,1.237,0.91,0.49,122.19,12.12,16:24:09,8.36,0.035,0.63,16:24:09,0.416,1.237,0.91,0.49,8.36,0.035,0.63,16:24:09,0.416,0,0,0.092,0.035,0.127,1
16724,7/28/2016,16:30:00,122.182,12.11,16:25:10,6.76,0.021,0.629,16:25:10,0.247,0.957,0.91,0.39,122.182,12.11,16:25:10,6.76,0.021,0.629,16:25:10,0.247,0.957,0.91,0.39,122.182,12.11,16:25:10,6.76,0.021,0.629,16:25:10,0.247,0.957,0.91,0.39,6.76,0.021,0.629,16:25:10,0.247,0,0,0.069,0.021,0.09,1
16725,7/28/2016,16:35:00,122.032,12.1,16:31:39,6.96,0.041,0.63,16:31:39,0.495,1.104,0.87,0.531,122.032,12.1,16:31:39,6.96,0.041,0.63,16:31:39,0.495,1.104,0.87,0.531,122.032,12.1,16:31:39,6.96,0.041,0.63,16:31:39,0.495,1.104,0.87,0.531,6.96,0.041,0.63,16:31:39,0.495,0,0.002,0.078,0.041,0.121,1
16726,7/28/2016,16:40:00,121.951,12.11,16:38:00,5.82,0.046,0.63,16:38:00,0.554,0.995,0.82,0.564,121.951,12.11,16:38:00,5.82,0.046,0.63,16:38:00,0.554,0.995,0.82,0.564,121.951,12.11,16:38:00,5.82,0.046,0.63,16:38:00,0.554,0.995,0.82,0.564,5.82,0.046,0.63,16:38:00,0.554,0,0.01,0.066,0.046,0.122,1
16727,7/28/2016,16:45:00,121.877,12.11,16:41:11,6.11,0.045,0.633,16:41:11,0.537,1.021,0.83,0.555,121.877,12.11,16:41:11,6.11,0.045,0.633,16:41:11,0.537,1.021,0.83,0.555,121.877,12.11,16:41:11,6.11,0.045,0.633,16:41:11,0.537,1.021,0.83,0.555,6.11,0.045,0.633,16:41:11,0.537,0,0.008,0.069,0.045,0.122,1
16728,7/28/2016,16:50:00,121.957,12.11,16:48:23,6.89,0.041,0.631,16:48:23,0.497,1.097,0.87,0.532,121.957,12.11,16:48:23,6.89,0.041,0.631,16:48:23,0.497,1.097,0.87,0.532,121.957,12.11,16:48:23,6.89,0.041,0.631,16:48:23,0.497,1.097,0.87,0.532,6.89,0.041,0.631,16:48:23,0.497,0,0.002,0.077,0.041,0.12,1
16729,7/28/2016,16:55:00,122.131,12.12,16:50:46,6.9,0.042,0.638,16:50:46,0.499,1.1,0.87,0.534,122.131,12.12,16:50:46,6.9,0.042,0.638,16:50:46,0.499,1.1,0.87,0.534,122.131,12.12,16:50:46,6.9,0.042,0.638,16:50:46,0.499,1.1,0.87,0.534,6.9,0.042,0.638,16:50:46,0.499,0,0.002,0.077,0.042,0.121,1
16730,7/28/2016,17:00:00,122.365,12.15,16:56:59,6.86,0.042,1.041,16:56:59,0.503,1.098,0.86,0.538,122.365,12.15,16:56:59,6.86,0.042,1.041,16:56:59,0.503,1.098,0.86,0.538,122.365,12.15,16:56:59,6.86,0.042,1.041,16:56:59,0.503,1.098,0.86,0.538,6.86,0.042,1.041,16:56:59,0.503,0,0.003,0.077,0.042,0.122,1
16731,7/28/2016,17:05:00,123.168,12.23,17:02:58,6.73,0.043,1.408,17:02:58,0.517,1.096,0.86,0.553,123.168,12.23,17:02:58,6.73,0.043,1.408,17:02:58,0.517,1.096,0.86,0.553,123.168,12.23,17:02:58,6.73,0.043,1.408,17:02:58,0.517,1.096,0.86,0.553,6.73,0.043,1.408,17:02:58,0.517,0,0.004,0.076,0.043,0.123,1
16732,7/28/2016,17:10:00,123.214,12.2,17:09:02,5.87,0.047,1.096,17:09:02,0.567,1.015,0.81,0.579,123.214,12.2,17:09:02,5.87,0.047,1.096,17:09:02,0.567,1.015,0.81,0.579,123.214,12.2,17:09:02,5.87,0.047,1.096,17:09:02,0.567,1.015,0.81,0.579,5.87,0.047,1.096,17:09:02,0.567,0,0.011,0.067,0.047,0.125,1
16733,7/28/2016,17:15:00,123.094,12.21,17:14:25,6.32,0.045,0.794,17:14:25,0.539,1.056,0.84,0.564,123.094,12.21,17:14:25,6.32,0.045,0.794,17:14:25,0.539,1.056,0.84,0.564,123.094,12.21,17:14:25,6.32,0.045,0.794,17:14:25,0.539,1.056,0.84,0.564,6.32,0.045,0.794,17:14:25,0.539,0,0.007,0.072,0.045,0.124,1
16734,7/28/2016,17:20:00,122.957,12.19,17:18:10,6.6,0.044,0.637,17:18:10,0.523,1.081,0.85,0.554,122.957,12.19,17:18:10,6.6,0.044,0.637,17:18:10,0.523,1.081,0.85,0.554,122.957,12.19,17:18:10,6.6,0.044,0.637,17:18:10,0.523,1.081,0.85,0.554,6.6,0.044,0.637,17:18:10,0.523,0,0.005,0.075,0.044,0.124,1
16735,7/28/2016,17:25:00,122.774,12.19,17:22:17,6.95,0.042,0.637,17:22:17,0.503,1.112,0.87,0.541,122.774,12.19,17:22:17,6.95,0.042,0.637,17:22:17,0.503,1.112,0.87,0.541,122.774,12.19,17:22:17,6.95,0.042,0.637,17:22:17,0.503,1.112,0.87,0.541,6.95,0.042,0.637,17:22:17,0.503,0,0.002,0.078,0.042,0.122,1
16736,7/28/2016,17:30:00,123.007,12.19,17:25:12,6.86,0.043,0.639,17:25:12,0.512,1.107,0.86,0.547,123.007,12.19,17:25:12,6.86,0.043,0.639,17:25:12,0.512,1.107,0.86,0.547,123.007,12.19,17:25:12,6.86,0.043,0.639,17:25:12,0.512,1.107,0.86,0.547,6.86,0.043,0.639,17:25:12,0.512,0,0.003,0.077,0.043,0.123,1
16737,7/28/2016,17:35:00,123.072,12.22,17:34:43,7.06,0.042,0.642,17:34:43,0.5,1.126,0.87,0.541,123.072,12.22,17:34:43,7.06,0.042,0.642,17:34:43,0.5,1.126,0.87,0.541,123.072,12.22,17:34:43,7.06,0.042,0.642,17:34:43,0.5,1.126,0.87,0.541,7.06,0.042,0.642,17:34:43,0.5,0,0.002,0.079,0.042,0.123,1
16738,7/28/2016,17:40:00,123.174,12.23,17:37:17,7.04,0.042,0.798,17:37:17,0.502,1.126,0.87,0.543,123.174,12.23,17:37:17,7.04,0.042,0.798,17:37:17,0.502,1.126,0.87,0.543,123.174,12.23,17:37:17,7.04,0.042,0.798,17:37:17,0.502,1.126,0.87,0.543,7.04,0.042,0.798,17:37:17,0.502,0,0.002,0.079,0.042,0.123,1
16739,7/28/2016,17:45:00,123.255,12.23,17:43:11,6.93,0.043,1.41,17:43:11,0.512,1.118,0.86,0.548,123.255,12.23,17:43:11,6.93,0.043,1.41,17:43:11,0.512,1.118,0.86,0.548,123.255,12.23,17:43:11,6.93,0.043,1.41,17:43:11,0.512,1.118,0.86,0.548,6.93,0.043,1.41,17:43:11,0.512,0,0.003,0.078,0.043,0.124,1
16740,7/28/2016,17:50:00,123.201,12.22,17:49:09,5.74,0.048,1.079,17:49:09,0.576,1.002,0.8,0.583,123.201,12.22,17:49:09,5.74,0.048,1.079,17:49:09,0.576,1.002,0.8,0.583,123.201,12.22,17:49:09,5.74,0.048,1.079,17:49:09,0.576,1.002,0.8,0.583,5.74,0.048,1.079,17:49:09,0.576,0,0.012,0.066,0.048,0.126,1
16741,7/28/2016,17:55:00,123.393,12.23,17:52:34,5.92,0.047,0.643,17:52:34,0.567,1.021,0.81,0.58,123.393,12.23,17:52:34,5.92,0.047,0.643,17:52:34,0.567,1.021,0.81,0.58,123.393,12.23,17:52:34,5.92,0.047,0.643,17:52:34,0.567,1.021,0.81,0.58,5.92,0.047,0.643,17:52:34,0.567,0,0.01,0.068,0.047,0.125,1
16742,7/28/2016,18:00:00,123.479,12.25,17:55:15,6.93,0.043,0.831,17:55:15,0.513,1.119,0.86,0.55,123.479,12.25,17:55:15,6.93,0.043,0.831,17:55:15,0.513,1.119,0.86,0.55,123.479,12.25,17:55:15,6.93,0.043,0.831,17:55:15,0.513,1.119,0.86,0.55,6.93,0.043,0.831,17:55:15,0.513,0,0.003,0.078,0.043,0.124,1
16743,7/28/2016,18:05:00,123.674,12.27,18:02:58,7.15,0.042,0.646,18:02:58,0.503,1.143,0.87,0.546,123.674,12.27,18:02:58,7.15,0.042,0.646,18:02:58,0.503,1.143,0.87,0.546,123.674,12.27,18:02:58,7.15,0.042,0.646,18:02:58,0.503,1.143,0.87,0.546,7.15,0.042,0.646,18:02:58,0.503,0,0,0.081,0.042,0.123,1
16744,7/28/2016,18:10:00,123.752,12.28,18:09:23,7.32,0.041,0.646,18:09:23,0.494,1.16,0.88,0.541,123.752,12.28,18:09:23,7.32,0.041,0.646,18:09:23,0.494,1.16,0.88,0.541,123.752,12.28,18:09:23,7.32,0.041,0.646,18:09:23,0.494,1.16,0.88,0.541,7.32,0.041,0.646,18:09:23,0.494,0,0,0.083,0.041,0.124,1
16745,7/28/2016,18:15:00,123.809,12.3,18:12:52,7.04,0.042,0.649,18:12:52,0.51,1.134,0.87,0.551,123.809,12.3,18:12:52,7.04,0.042,0.649,18:12:52,0.51,1.134,0.87,0.551,123.809,12.3,18:12:52,7.04,0.042,0.649,18:12:52,0.51,1.134,0.87,0.551,7.04,0.042,0.649,18:12:52,0.51,0,0.002,0.08,0.042,0.124,1
16746,7/28/2016,18:20:00,124.158,12.32,18:18:41,6.37,0.046,0.735,18:18:41,0.552,1.074,0.83,0.577,124.158,12.32,18:18:41,6.37,0.046,0.735,18:18:41,0.552,1.074,0.83,0.577,124.158,12.32,18:18:41,6.37,0.046,0.735,18:18:41,0.552,1.074,0.83,0.577,6.37,0.046,0.735,18:18:41,0.552,0,0.008,0.073,0.046,0.127,1
16747,7/28/2016,18:25:00,124.056,12.32,18:21:07,5.23,0.051,0.651,18:21:07,0.616,0.964,0.77,0.609,124.056,12.32,18:21:07,5.23,0.051,0.651,18:21:07,0.616,0.964,0.77,0.609,124.056,12.32,18:21:07,5.23,0.051,0.651,18:21:07,0.616,0.964,0.77,0.609,5.23,0.051,0.651,18:21:07,0.616,0,0.016,0.061,0.051,0.128,1
16748,7/28/2016,18:30:00,124.016,12.3,18:25:06,6.76,0.044,1.221,18:25:06,0.528,1.11,0.85,0.562,124.016,12.3,18:25:06,6.76,0.044,1.221,18:25:06,0.528,1.11,0.85,0.562,124.016,12.3,18:25:06,6.76,0.044,1.221,18:25:06,0.528,1.11,0.85,0.562,6.76,0.044,1.221,18:25:06,0.528,0,0.005,0.077,0.044,0.126,1
16749,7/28/2016,18:35:00,123.609,12.29,18:30:38,6.9,0.043,1.111,18:30:38,0.516,1.118,0.86,0.553,123.609,12.29,18:30:38,6.9,0.043,1.111,18:30:38,0.516,1.118,0.86,0.553,123.609,12.29,18:30:38,6.9,0.043,1.111,18:30:38,0.516,1.118,0.86,0.553,6.9,0.043,1.111,18:30:38,0.516,0,0.003,0.078,0.043,0.124,1
16750,7/28/2016,18:40:00,123.448,12.29,18:36:36,6.92,0.043,0.844,18:36:36,0.516,1.118,0.86,0.55,123.448,12.29,18:36:36,6.92,0.043,0.844,18:36:36,0.516,1.118,0.86,0.55,123.448,12.29,18:36:36,6.92,0.043,0.844,18:36:36,0.516,1.118,0.86,0.55,6.92,0.043,0.844,18:36:36,0.516,0,0.003,0.078,0.043,0.124,1
16751,7/28/2016,18:45:00,123.699,12.29,18:44:43,6.99,0.043,0.648,18:44:43,0.512,1.128,0.87,0.551,123.699,12.29,18:44:43,6.99,0.043,0.648,18:44:43,0.512,1.128,0.87,0.551,123.699,12.29,18:44:43,6.99,0.043,0.648,18:44:43,0.512,1.128,0.87,0.551,6.99,0.043,0.648,18:44:43,0.512,0,0.003,0.079,0.043,0.125,1
16752,7/28/2016,18:50:00,123.709,12.27,18:45:00,6.91,0.043,0.646,18:45:00,0.515,1.12,0.86,0.553,123.709,12.27,18:45:00,6.91,0.043,0.646,18:45:00,0.515,1.12,0.86,0.553,123.709,12.27,18:45:00,6.91,0.043,0.646,18:45:00,0.515,1.12,0.86,0.553,6.91,0.043,0.646,18:45:00,0.515,0,0.003,0.078,0.043,0.124,1
16753,7/28/2016,18:55:00,123.777,12.3,18:52:56,6.05,0.047,0.653,18:52:56,0.568,1.039,0.82,0.581,123.777,12.3,18:52:56,6.05,0.047,0.653,18:52:56,0.568,1.039,0.82,0.581,123.777,12.3,18:52:56,6.05,0.047,0.653,18:52:56,0.568,1.039,0.82,0.581,6.05,0.047,0.653,18:52:56,0.568,0,0.01,0.069,0.047,0.126,1
16754,7/28/2016,19:00:00,123.743,12.27,18:59:47,6.28,0.046,0.691,18:59:47,0.553,1.06,0.83,0.573,123.743,12.27,18:59:47,6.28,0.046,0.691,18:59:47,0.553,1.06,0.83,0.573,123.743,12.27,18:59:47,6.28,0.046,0.691,18:59:47,0.553,1.06,0.83,0.573,6.28,0.046,0.691,18:59:47,0.553,0,0.008,0.072,0.046,0.126,1
16755,7/28/2016,19:05:00,123.875,12.28,19:04:17,6.72,0.044,0.649,19:04:17,0.528,1.104,0.85,0.561,123.875,12.28,19:04:17,6.72,0.044,0.649,19:04:17,0.528,1.104,0.85,0.561,123.875,12.28,19:04:17,6.72,0.044,0.649,19:04:17,0.528,1.104,0.85,0.561,6.72,0.044,0.649,19:04:17,0.528,0,0.005,0.076,0.044,0.125,1
16756,7/28/2016,19:10:00,123.987,12.29,19:05:18,7.11,0.042,1.138,19:05:18,0.507,1.143,0.87,0.55,123.987,12.29,19:05:18,7.11,0.042,1.138,19:05:18,0.507,1.143,0.87,0.55,123.987,12.29,19:05:18,7.11,0.042,1.138,19:05:18,0.507,1.143,0.87,0.55,7.11,0.042,1.138,19:05:18,0.507,0,0.002,0.081,0.042,0.125,1
16757,7/28/2016,19:15:00,123.812,12.3,19:11:04,7.17,0.042,1.428,19:11:04,0.504,1.147,0.87,0.546,123.812,12.3,19:11:04,7.17,0.042,1.428,19:11:04,0.504,1.147,0.87,0.546,123.812,12.3,19:11:04,7.17,0.042,1.428,19:11:04,0.504,1.147,0.87,0.546,7.17,0.042,1.428,19:11:04,0.504,0,0,0.081,0.042,0.123,1
16758,7/28/2016,19:20:00,123.644,12.25,19:17:04,6.94,0.043,0.813,19:17:04,0.512,1.122,0.86,0.551,123.644,12.25,19:17:04,6.94,0.043,0.813,19:17:04,0.512,1.122,0.86,0.551,123.644,12.25,19:17:04,6.94,0.043,0.813,19:17:04,0.512,1.122,0.86,0.551,6.94,0.043,0.813,19:17:04,0.512,0,0.003,0.079,0.043,0.125,1
16759,7/28/2016,19:25:00,123.626,12.27,19:22:38,7.16,0.042,0.819,19:22:38,0.499,1.143,0.87,0.544,123.626,12.27,19:22:38,7.16,0.042,0.819,19:22:38,0.499,1.143,0.87,0.544,123.626,12.27,19:22:38,7.16,0.042,0.819,19:22:38,0.499,1.143,0.87,0.544,7.16,0.042,0.819,19:22:38,0.499,0,0,0.081,0.042,0.123,1
16760,7/28/2016,19:30:00,123.586,12.27,19:27:56,6.78,0.044,0.645,19:27:56,0.523,1.106,0.86,0.556,123.586,12.27,19:27:56,6.78,0.044,0.645,19:27:56,0.523,1.106,0.86,0.556,123.586,12.27,19:27:56,6.78,0.044,0.645,19:27:56,0.523,1.106,0.86,0.556,6.78,0.044,0.645,19:27:56,0.523,0,0.004,0.077,0.044,0.125,1
16761,7/28/2016,19:35:00,123.602,12.3,19:33:43,5.72,0.049,0.647,19:33:43,0.584,1.006,0.8,0.588,123.602,12.3,19:33:43,5.72,0.049,0.647,19:33:43,0.584,1.006,0.8,0.588,123.602,12.3,19:33:43,5.72,0.049,0.647,19:33:43,0.584,1.006,0.8,0.588,5.72,0.049,0.647,19:33:43,0.584,0,0.012,0.066,0.049,0.127,1
16762,7/28/2016,19:40:00,123.672,12.26,19:39:58,6.2,0.046,0.68,19:39:58,0.556,1.051,0.83,0.574,123.672,12.26,19:39:58,6.2,0.046,0.68,19:39:58,0.556,1.051,0.83,0.574,123.672,12.26,19:39:58,6.2,0.046,0.68,19:39:58,0.556,1.051,0.83,0.574,6.2,0.046,0.68,19:39:58,0.556,0,0.009,0.071,0.046,0.126,1
16763,7/28/2016,19:45:00,123.722,12.3,19:42:46,7.31,0.041,0.647,19:42:46,0.493,1.159,0.88,0.541,123.722,12.3,19:42:46,7.31,0.041,0.647,19:42:46,0.493,1.159,0.88,0.541,123.722,12.3,19:42:46,7.31,0.041,0.647,19:42:46,0.493,1.159,0.88,0.541,7.31,0.041,0.647,19:42:46,0.493,0,0,0.083,0.041,0.124,1
16764,7/28/2016,19:50:00,123.879,12.3,19:46:01,7.13,0.042,0.942,19:46:01,0.507,1.144,0.87,0.548,123.879,12.3,19:46:01,7.13,0.042,0.942,19:46:01,0.507,1.144,0.87,0.548,123.879,12.3,19:46:01,7.13,0.042,0.942,19:46:01,0.507,1.144,0.87,0.548,7.13,0.042,0.942,19:46:01,0.507,0,0.002,0.081,0.042,0.125,1
16765,7/28/2016,19:55:00,123.971,12.28,19:51:55,7.07,0.042,1.424,19:51:55,0.51,1.139,0.87,0.551,123.971,12.28,19:51:55,7.07,0.042,1.424,19:51:55,0.51,1.139,0.87,0.551,123.971,12.28,19:51:55,7.07,0.042,1.424,19:51:55,0.51,1.139,0.87,0.551,7.07,0.042,1.424,19:51:55,0.51,0,0.002,0.08,0.042,0.124,1
16766,7/28/2016,20:00:00,124.15,12.31,19:58:00,7.08,0.042,0.894,19:58:00,0.51,1.142,0.87,0.554,124.15,12.31,19:58:00,7.08,0.042,0.894,19:58:00,0.51,1.142,0.87,0.554,124.15,12.31,19:58:00,7.08,0.042,0.894,19:58:00,0.51,1.142,0.87,0.554,7.08,0.042,0.894,19:58:00,0.51,0,0.002,0.08,0.042,0.124,1
16767,7/28/2016,20:05:00,124.116,12.32,20:03:54,6.11,0.047,0.85,20:03:54,0.565,1.048,0.82,0.583,124.116,12.32,20:03:54,6.11,0.047,0.85,20:03:54,0.565,1.048,0.82,0.583,124.116,12.32,20:03:54,6.11,0.047,0.85,20:03:54,0.565,1.048,0.82,0.583,6.11,0.047,0.85,20:03:54,0.565,0,0.01,0.07,0.047,0.127,1
16768,7/28/2016,20:10:00,124.127,12.32,20:06:21,6.03,0.048,0.654,20:06:21,0.573,1.042,0.82,0.586,124.127,12.32,20:06:21,6.03,0.048,0.654,20:06:21,0.573,1.042,0.82,0.586,124.127,12.32,20:06:21,6.03,0.048,0.654,20:06:21,0.573,1.042,0.82,0.586,6.03,0.048,0.654,20:06:21,0.573,0,0.01,0.069,0.048,0.127,1
16769,7/28/2016,20:15:00,123.412,12.33,20:12:53,6.91,0.043,0.644,20:12:53,0.516,1.118,0.86,0.549,123.412,12.33,20:12:53,6.91,0.043,0.644,20:12:53,0.516,1.118,0.86,0.549,123.412,12.33,20:12:53,6.91,0.043,0.644,20:12:53,0.516,1.118,0.86,0.549,6.91,0.043,0.644,20:12:53,0.516,0,0.003,0.078,0.043,0.124,1
16770,7/28/2016,20:20:00,122.915,12.22,20:15:17,7.08,0.041,0.64,20:15:17,0.497,1.127,0.87,0.537,122.915,12.22,20:15:17,7.08,0.041,0.64,20:15:17,0.497,1.127,0.87,0.537,122.915,12.22,20:15:17,7.08,0.041,0.64,20:15:17,0.497,1.127,0.87,0.537,7.08,0.041,0.64,20:15:17,0.497,0,0,0.08,0.041,0.121,1
16771,7/28/2016,20:25:00,123.044,12.24,20:21:26,6.92,0.043,0.656,20:21:26,0.511,1.113,0.86,0.544,123.044,12.24,20:21:26,6.92,0.043,0.656,20:21:26,0.511,1.113,0.86,0.544,123.044,12.24,20:21:26,6.92,0.043,0.656,20:21:26,0.511,1.113,0.86,0.544,6.92,0.043,0.656,20:21:26,0.511,0,0.003,0.078,0.043,0.124,1
16772,7/28/2016,20:30:00,122.896,12.23,20:26:56,7.32,0.04,0.684,20:26:56,0.484,1.149,0.88,0.531,122.896,12.23,20:26:56,7.32,0.04,0.684,20:26:56,0.484,1.149,0.88,0.531,122.896,12.23,20:26:56,7.32,0.04,0.684,20:26:56,0.484,1.149,0.88,0.531,7.32,0.04,0.684,20:26:56,0.484,0,0,0.082,0.04,0.122,1
16773,7/28/2016,20:35:00,122.72,12.19,20:33:00,7.15,0.041,1.394,20:33:00,0.491,1.131,0.88,0.533,122.72,12.19,20:33:00,7.15,0.041,1.394,20:33:00,0.491,1.131,0.88,0.533,122.72,12.19,20:33:00,7.15,0.041,1.394,20:33:00,0.491,1.131,0.88,0.533,7.15,0.041,1.394,20:33:00,0.491,0,0,0.08,0.041,0.121,1
16774,7/28/2016,20:40:00,122.613,12.21,20:38:52,6.1,0.046,1.061,20:38:52,0.552,1.03,0.83,0.563,122.613,12.21,20:38:52,6.1,0.046,1.061,20:38:52,0.552,1.03,0.83,0.563,122.613,12.21,20:38:52,6.1,0.046,1.061,20:38:52,0.552,1.03,0.83,0.563,6.1,0.046,1.061,20:38:52,0.552,0,0.009,0.069,0.046,0.124,1
16775,7/28/2016,20:45:00,122.637,12.22,20:44:44,5.94,0.047,0.828,20:44:44,0.564,1.015,0.82,0.569,122.637,12.22,20:44:44,5.94,0.047,0.828,20:44:44,0.564,1.015,0.82,0.569,122.637,12.22,20:44:44,5.94,0.047,0.828,20:44:44,0.564,1.015,0.82,0.569,5.94,0.047,0.828,20:44:44,0.564,0,0.01,0.068,0.047,0.125,1
16776,7/28/2016,20:50:00,122.798,12.24,20:47:22,6.95,0.042,0.64,20:47:22,0.508,1.113,0.87,0.541,122.798,12.24,20:47:22,6.95,0.042,0.64,20:47:22,0.508,1.113,0.87,0.541,122.798,12.24,20:47:22,6.95,0.042,0.64,20:47:22,0.508,1.113,0.87,0.541,6.95,0.042,0.64,20:47:22,0.508,0,0.002,0.078,0.042,0.122,1
16777,7/28/2016,20:55:00,122.665,12.22,20:53:11,7.19,0.041,0.642,20:53:11,0.494,1.135,0.88,0.531,122.665,12.22,20:53:11,7.19,0.041,0.642,20:53:11,0.494,1.135,0.88,0.531,122.665,12.22,20:53:11,7.19,0.041,0.642,20:53:11,0.494,1.135,0.88,0.531,7.19,0.041,0.642,20:53:11,0.494,0,0,0.081,0.041,0.122,1
16778,7/28/2016,21:00:00,122.767,12.22,20:59:32,7.07,0.042,0.643,20:59:32,0.502,1.124,0.87,0.536,122.767,12.22,20:59:32,7.07,0.042,0.643,20:59:32,0.502,1.124,0.87,0.536,122.767,12.22,20:59:32,7.07,0.042,0.643,20:59:32,0.502,1.124,0.87,0.536,7.07,0.042,0.643,20:59:32,0.502,0,0.002,0.08,0.042,0.124,1
16779,7/28/2016,21:05:00,123.151,12.25,21:02:52,7.08,0.042,0.647,21:02:52,0.504,1.13,0.87,0.541,123.151,12.25,21:02:52,7.08,0.042,0.647,21:02:52,0.504,1.13,0.87,0.541,123.151,12.25,21:02:52,7.08,0.042,0.647,21:02:52,0.504,1.13,0.87,0.541,7.08,0.042,0.647,21:02:52,0.504,0,0.002,0.08,0.042,0.124,1
16780,7/28/2016,21:10:00,123.152,12.25,21:09:13,5.67,0.048,0.691,21:09:13,0.582,0.996,0.8,0.583,123.152,12.25,21:09:13,5.67,0.048,0.691,21:09:13,0.582,0.996,0.8,0.583,123.152,12.25,21:09:13,5.67,0.048,0.691,21:09:13,0.582,0.996,0.8,0.583,5.67,0.048,0.691,21:09:13,0.582,0,0.012,0.065,0.048,0.125,1
16781,7/28/2016,21:15:00,123.077,12.24,21:11:35,6,0.047,0.643,21:11:35,0.561,1.025,0.82,0.572,123.077,12.24,21:11:35,6,0.047,0.643,21:11:35,0.561,1.025,0.82,0.572,123.077,12.24,21:11:35,6,0.047,0.643,21:11:35,0.561,1.025,0.82,0.572,6,0.047,0.643,21:11:35,0.561,0,0.01,0.069,0.047,0.126,1
16782,7/28/2016,21:20:00,123.028,12.26,21:15:13,6.87,0.043,1.41,21:15:13,0.515,1.109,0.86,0.545,123.028,12.26,21:15:13,6.87,0.043,1.41,21:15:13,0.515,1.109,0.86,0.545,123.028,12.26,21:15:13,6.87,0.043,1.41,21:15:13,0.515,1.109,0.86,0.545,6.87,0.043,1.41,21:15:13,0.515,0,0.003,0.078,0.043,0.124,1
